,ChEMBL ID,Name,SMILES,Molecular Weight,LogP,HBA,HBD,TPSA,Protein
3930,CHEMBL2180026,,COc1ccc(C2(c3cccc(-c4cccnc4)c3)N=C(C)C(N)=N2)cc1,356.43,3.79,5.0,1.0,72.86,BACE1
3931,CHEMBL2180025,,COc1ccc(C2(c3cccc(-c4cncnc4)c3)N=C(C)C(N)=N2)cc1,357.42,3.19,6.0,1.0,85.75,BACE1
3932,CHEMBL2180024,,CC1=NC(c2ccc(F)cc2)(c2cccc(-c3cccnc3)c2)N=C1N,344.39,3.92,4.0,1.0,63.63,BACE1
3933,CHEMBL2180023,,COc1cccc(-c2cccc(C3(c4ccncc4)N=C(C)C(N)=N3)c2)c1,356.43,3.79,5.0,1.0,72.86,BACE1
3934,CHEMBL2180022,,CC1=NC(c2ccccc2)(c2cccc(-c3cccnc3)c2)N=C1N,326.40,3.78,4.0,1.0,63.63,BACE1
3935,CHEMBL2180021,,COc1ccc(C2(c3cccc(-c4cncnc4)c3)N=C(N)C(C(C)C)=N2)cc1,385.47,3.82,6.0,1.0,85.75,BACE1
3936,CHEMBL2180019,,CC1=NC(C)(c2cccc(-c3cccnc3)c2)N=C1N,264.33,2.75,4.0,1.0,63.63,BACE1
3937,CHEMBL2180018,,COc1cccc(-c2cccc(C3(C)N=C(C)C(N)=N3)c2)c1,293.37,3.37,4.0,1.0,59.97,BACE1
3938,CHEMBL2180017,,CC(C)C1=NC(C)(c2cccc(-c3cccnc3)c2)N=C1N,292.39,3.39,4.0,1.0,63.63,BACE1
3939,CHEMBL2180020,,CC(C)C1=NC(c2ccccc2)(c2cccc(-c3cncnc3)c2)N=C1N,355.45,3.81,5.0,1.0,76.52,BACE1
3940,CHEMBL2179140,,CCC[C@H](O)[C@H](NC[C@H](Cc1ccccc1)NC(=O)c1cc2c3c(c1)c(CC)cn3CC1(CC1)S(=O)(=O)N2C)C(=O)NC(C)C,637.85,3.50,7.0,4.0,132.77,BACE1
3941,CHEMBL2179138,,CCC[C@H](O)[C@H](NC[C@H](Cc1ccccc1)NC(=O)c1cc2c3c(c1)c(CC)cn3CC(C)(C)S(=O)(=O)N2C)C(=O)NCC(C)C,653.89,3.99,7.0,4.0,132.77,BACE1
3942,CHEMBL2179136,,CCc1cn2c3c(cc(C(=O)N[C@H](CN[C@H](C(=O)NCC(C)C)[C@H](C)O)Cc4ccccc4)cc13)N(C)S(=O)(=O)CC2,597.78,2.44,7.0,4.0,132.77,BACE1
3943,CHEMBL2179132,,CC(C)CNC(=O)[C@@H](NC[C@H](Cc1ccccc1)NC(=O)c1cc(C(=O)N[C@H](C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1)[C@@H](C)O,665.86,3.03,7.0,5.0,156.94,BACE1
3944,CHEMBL2179131,,CC(C)CNC(=O)[C@@H](NC[C@H](Cc1ccccc1)NC(=O)c1cc(C(=O)N[C@H](C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1)[C@H](C)O,665.86,3.03,7.0,5.0,156.94,BACE1
3945,CHEMBL2179130,,CC[C@H](NC[C@H](Cc1ccccc1)NC(=O)c1cc(C(=O)N[C@H](C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1)C(=O)NCC(C)C,649.86,4.05,6.0,4.0,136.71,BACE1
3946,CHEMBL2178165,,COc1ccc(-c2nsc(C)c2C(=O)/N=C(\N)NCc2cc(C)c(NC(=O)CN3CCC3)c(Cl)c2)cc1,541.08,3.98,6.0,3.0,121.94,BACE1
3947,CHEMBL2178164,,COc1ccc(-c2nsc(C)c2C(=O)/N=C(\N)NCc2cc(Cl)c(NC(=O)CN3CCC3)c(Cl)c2)cc1,561.50,4.32,6.0,3.0,121.94,BACE1
3948,CHEMBL2178180,,COc1ccc(-c2nsc(C)c2C(=O)/N=C(\N)NCc2cc(Cl)c(NC(C)=O)c(Cl)c2)cc1,506.42,4.64,5.0,3.0,118.70,BACE1
3949,CHEMBL2178178,,COc1ccc(-c2nsc(C)c2C(=O)/N=C(\N)NCc2cc(Cl)c(N)c(Cl)c2)cc1,464.38,4.26,5.0,3.0,115.62,BACE1
3950,CHEMBL2178200,,COc1ccc(-c2noc(C)c2C(=O)/N=C(\N)NCc2cc(Cl)cc(Cl)c2)cc1,433.30,4.21,4.0,2.0,102.74,BACE1
3951,CHEMBL2178163,,CCNCC(=O)Nc1c(C)cc(CN/C(N)=N/C(=O)c2c(-c3ccc(OC)cc3)nsc2C)cc1Cl,529.07,3.88,6.0,4.0,130.73,BACE1
3952,CHEMBL2178162,,CCNCC(=O)Nc1c(Cl)cc(CN/C(N)=N/C(=O)c2c(-c3ccc(OC)cc3)nsc2C)cc1Cl,549.48,4.23,6.0,4.0,130.73,BACE1
3953,CHEMBL2178161,,COc1ccc(-c2nsc(C)c2C(=O)/N=C(\N)NCc2cc(C)c(NC(=O)CNCc3ccccc3)c(Cl)c2)cc1,591.14,5.06,6.0,4.0,130.73,BACE1
3954,CHEMBL2178195,,COc1ccc(-c2nsc(C)c2C(=O)/N=C(\N)NCc2cc(Cl)c(NC(=O)CNCc3ccccc3)c(Cl)c2)cc1,611.56,5.41,6.0,4.0,130.73,BACE1
3955,CHEMBL2178194,,COc1ccc(-c2nsc(C)c2C(=O)/N=C(\N)NCc2cc(C)c(NC(=O)CN(C)C)c(Cl)c2)cc1,529.07,3.83,6.0,3.0,121.94,BACE1
3956,CHEMBL2178193,,COc1ccc(-c2nsc(C)c2C(=O)/N=C(\N)NCc2cc(Cl)c(NC(=O)CN(C)C)c(Cl)c2)cc1,549.48,4.18,6.0,3.0,121.94,BACE1
3957,CHEMBL2178192,,COc1ccc(-c2noc(C)c2C(=O)/N=C(\N)NCc2cc(C)c(NC(=O)CN(C)C)c(Cl)c2)cc1,513.00,3.37,6.0,3.0,135.08,BACE1
3958,CHEMBL2178191,,COc1ccc(-c2noc(C)c2C(=O)/N=C(\N)NCc2cc(Cl)c(NC(=O)CN(C)C)c(Cl)c2)cc1,533.42,3.71,6.0,3.0,135.08,BACE1
3959,CHEMBL2178190,,COc1ccc(-c2noc(C)c2C(=O)/N=C(\N)NCc2cc(C)c(NC(=O)c3ccco3)c(Cl)c2)cc1,521.96,4.71,6.0,3.0,144.98,BACE1
3960,CHEMBL2178189,,COc1ccc(-c2noc(C)c2C(=O)/N=C(\N)NCc2cc(C)c(NC(=O)C3CC3)c(Cl)c2)cc1,495.97,4.21,5.0,3.0,131.84,BACE1
3961,CHEMBL2178188,,COc1ccc(-c2noc(C)c2C(=O)/N=C(\N)NCc2cc(Cl)c(NC(=O)C3CC3)c(Cl)c2)cc1,516.39,4.56,5.0,3.0,131.84,BACE1
3962,CHEMBL2178187,,COc1ccc(-c2noc(C)c2C(=O)/N=C(\N)NCc2cc(Cl)c(NC(=O)CS(C)(=O)=O)c(Cl)c2)cc1,568.44,3.19,7.0,3.0,165.98,BACE1
3963,CHEMBL2178186,,COc1ccc(-c2noc(C)c2C(=O)/N=C(\N)NCc2cc(C)c(NC(=O)CCSC)c(Cl)c2)cc1,530.05,4.56,6.0,3.0,131.84,BACE1
3964,CHEMBL2178185,,COc1ccc(-c2noc(C)c2C(=O)/N=C(\N)NCc2cc(Cl)c(NC(=O)CSC)c(Cl)c2)cc1,536.44,4.51,6.0,3.0,131.84,BACE1
3965,CHEMBL2178184,,COc1ccc(-c2nsc(C)c2C(=O)/N=C(\N)NCc2cc(C)c(NC(=O)c3ccccc3)c(Cl)c2)cc1,548.07,5.59,5.0,3.0,118.70,BACE1
3966,CHEMBL2178183,,CCC(=O)Nc1c(C)cc(CN/C(N)=N/C(=O)c2c(-c3ccc(OC)cc3)noc2C)cc1Cl,483.96,4.21,5.0,3.0,131.84,BACE1
3967,CHEMBL2178181,,COc1ccc(-c2nsc(C)c2C(=O)/N=C(\N)NCc2cc(C)c(NC(C)=O)c(Cl)c2)cc1,486.00,4.29,5.0,3.0,118.70,BACE1
3968,CHEMBL2178179,,COc1ccc(-c2noc(C)c2C(=O)/N=C(\N)NCc2cc(Cl)c(NC(C)=O)c(Cl)c2)cc1,490.35,4.17,5.0,3.0,131.84,BACE1
3969,CHEMBL2178204,,COc1ccc(-c2nsc(C)c2C(=O)/N=C(\N)NCc2cc(Cl)cc(Cl)c2)cc1,449.36,4.68,4.0,2.0,89.60,BACE1
3970,CHEMBL2181011,,COC(=O)[C@@H]1CCCN1C(=O)[C@@H](Cc1ccccc1)N(C)C(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1cc(C(=O)N[C@H](C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1,1024.25,,,,,BACE1
3971,CHEMBL2181010,,COC(=O)[C@@H]1CCCN1C(=O)[C@@H](Cc1ccccc1)N(C)C(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1cc(NS(C)(=O)=O)cc(C(=O)N[C@H](C)c2ccccc2)c1,1010.22,,,,,BACE1
3972,CHEMBL2181023,,COC(=O)[C@@H]1CCCN1C(=O)[C@@H](Cc1ccccc1)N(C)C(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(N)=O)N(C)C(=O)[C@@H](N)C(C)C,907.12,0.81,11.0,6.0,263.87,BACE1
3973,CHEMBL2181014,,COC(=O)[C@@H](Cc1ccccc1)N(C)C(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)C[C@H](O)[C@H](Cc1ccccc1)NC(C)=O,610.75,1.76,7.0,4.0,154.14,BACE1
3974,CHEMBL2181013,,COC(=O)[C@@H]1CCCN1C(=O)[C@@H](Cc1ccccc1)N(C)C(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(N)=O)NC(C)=O,836.00,0.50,10.0,6.0,246.64,BACE1
3975,CHEMBL2181012,,COC(=O)[C@@H]1CCCN1C(=O)[C@@H](Cc1ccccc1)N(C)C(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)C[C@H](O)[C@H](Cc1ccccc1)NC(C)=O,707.87,1.75,8.0,4.0,174.45,BACE1
3976,CHEMBL2181024,,COC(=O)[C@@H]1CCCN1C(=O)[C@@H](Cc1ccccc1)N(C)C(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(N)=O)N(C)C(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C,1007.24,,,,,BACE1
3977,CHEMBL2181022,,COC(=O)[C@@H]1CCCN1C(=O)[C@@H](Cc1ccccc1)N(C)C(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(N)=O)N(C)C(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C,1041.26,,,,,BACE1
3978,CHEMBL2181021,,COC(=O)[C@@H]1CCCN1C(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(N)=O)N(C)C(=O)[C@@H](NC(=O)[C@H](C)O)C(C)C,965.16,0.01,12.0,8.0,295.97,BACE1
3979,CHEMBL2181020,,CC(C)C[C@H](NC(=O)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(N)=O)N(C)C(=O)[C@@H](NC(=O)[C@H](C)O)C(C)C)C(=O)N[C@@H](C)C(=O)N(C)[C@H](Cc1ccccc1)C(=O)NC(C)C,909.14,0.71,10.0,8.0,269.67,BACE1
3980,CHEMBL2181019,,CC(C)C[C@H](NC(=O)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(N)=O)N(C)C(=O)[C@@H](NC(=O)[C@H](C)O)C(C)C)C(=O)N[C@@H](C)C(=O)N(C)[C@H](Cc1ccccc1)C(=O)NCc1ccccc1,957.18,1.50,10.0,8.0,269.67,BACE1
3981,CHEMBL2181018,,CC(C)C[C@H](NC(=O)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(N)=O)N(C)C(=O)[C@@H](NC(=O)[C@H](C)O)C(C)C)C(=O)N[C@@H](C)C(=O)N(C)[C@H](Cc1ccccc1)C(=O)O,868.04,0.27,10.0,8.0,277.87,BACE1
3982,CHEMBL2181017,,COC(=O)[C@@H]1CCCN1C(=O)[C@@H](Cc1ccccc1)N(C)C(=O)[C@@H](C)NC(=O)[C@H](CC(C)C)NC(=O)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(N)=O)N(C)C(=O)[C@@H](NC(=O)[C@H](C)O)C(C)C,979.19,0.35,12.0,7.0,287.18,BACE1
3983,CHEMBL2181016,,COC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1ccccc1)N(C)C(=O)[C@@H](C)NC(=O)[C@H](CC(C)C)NC(=O)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(N)=O)N(C)C(=O)[C@@H](NC(=O)[C@H](C)O)C(C)C,979.19,0.35,12.0,7.0,287.18,BACE1
3984,CHEMBL2181015,,COC(=O)[C@@H]1CCCN1C(=O)[C@@H](Cc1ccccc1)N(C)C(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(N)=O)N(C)C(=O)[C@@H](NC(=O)[C@H](C)O)C(C)C,979.19,0.35,12.0,7.0,287.18,BACE1
3985,CHEMBL501578,TASIAMIDE B,COC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1ccccc1)N(C)C(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(N)=O)N(C)C(=O)[C@@H](NC(=O)[C@H](C)O)C(C)C,979.19,0.35,12.0,7.0,287.18,BACE1
3986,CHEMBL2203629,,CCCN(c1cc(COC(=O)[C@](C)(N)Cc2ccccc2)cc(C(=O)N[C@H](C)c2ccc(F)cc2)c1)S(C)(=O)=O,569.70,4.50,6.0,2.0,118.80,BACE1
3987,CHEMBL2204316,,CC(C)C[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](C)NC(=O)[C@@H](N)CCC(=O)O)[C@@H](O)C[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,864.95,-2.37,12.0,12.0,375.84,BACE1
3988,CHEMBL2180475,"2,3,2',4'-TETRAHYDROXYCHALCONE",O=C(/C=C/c1cccc(O)c1O)c1ccc(O)cc1O,272.26,2.41,5.0,4.0,97.99,BACE1
3989,CHEMBL129795,ISOLIQUIRITIGENIN,O=C(/C=C/c1ccc(O)cc1)c1ccc(O)cc1O,256.26,2.70,4.0,3.0,77.76,BACE1
3990,CHEMBL164,MYRICETIN,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12,318.24,1.69,8.0,6.0,151.59,BACE1
3991,CHEMBL150,KAEMPFEROL,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,286.24,2.28,6.0,4.0,111.13,BACE1
3992,CHEMBL2314778,,O=C1Nc2cc(C(CO)NCc3ccccc3)ccc2C(c2ccccc2)=N[C@H]1c1ccccc1,461.57,5.04,4.0,3.0,73.72,BACE1
3993,CHEMBL2314779,,O=C(N[C@H](C(=O)Nc1cc(C(CO)NCc2ccccc2)ccc1C(=O)c1ccccc1)c1ccccc1)OCc1ccccc1,613.71,6.35,6.0,4.0,116.76,BACE1
3994,CHEMBL2314793,,O=C(N[C@@H](C(=O)Nc1cc(C(O)CNCc2ccccc2)ccc1C(=O)c1ccccc1)c1ccccc1)OCc1ccccc1,613.71,6.35,6.0,4.0,116.76,BACE1
3995,CHEMBL2314792,,O=C(N[C@H](C(=O)Nc1cc(C(O)CNCc2ccccc2)ccc1C(=O)c1ccccc1)c1ccccc1)OCc1ccccc1,613.71,6.35,6.0,4.0,116.76,BACE1
3996,CHEMBL2314780,,O=C(N[C@@H](C(=O)Nc1cc(C(CO)NCc2ccccc2)ccc1C(=O)c1ccccc1)c1ccccc1)OCc1ccccc1,613.71,6.35,6.0,4.0,116.76,BACE1
3997,CHEMBL2314791,,CC(C)(C)OC(=O)N1CCN(CC(O)c2ccc(C(=O)c3ccccc3)c(NC(=O)[C@H](NC(=O)OCc3ccccc3)c3ccccc3)c2)CC1,692.81,6.11,8.0,3.0,137.51,BACE1
3998,CHEMBL2314789,,O=C1Nc2ccccc2C(c2ccccc2)=N[C@H]1C(O)CN1CCNCC1,364.45,1.11,5.0,3.0,76.96,BACE1
3999,CHEMBL2314788,,O=C1Nc2cc(C(CO)NCc3ccccc3)ccc2C(c2ccccc2)=N[C@@H]1c1ccccc1,461.57,5.04,4.0,3.0,73.72,BACE1
4000,CHEMBL2314782,,CC(C)(C)OC(=O)N1CCN(c2cccc3c2NC(=O)[C@H](c2ccccc2)N=C3c2ccccc2)CC1,496.61,5.27,5.0,1.0,74.24,BACE1
4001,CHEMBL2314781,,CC(C)(C)OC(=O)N1CCN(c2cccc3c2NC(=O)[C@@H](c2ccccc2)N=C3c2ccccc2)CC1,496.61,5.27,5.0,1.0,74.24,BACE1
4002,CHEMBL2315715,,CN1CC(=O)OB(/C=C/c2ccccc2)OC(=O)C1,259.07,,,,,BACE1
4003,CHEMBL2322207,,COCCCCC1(CNC(=O)[C@@H]2CNC[C@H](NS(=O)(=O)c3ccc(C)cc3)C2)c2ccccc2Oc2ccccc21,577.75,4.28,6.0,3.0,105.76,BACE1
4004,CHEMBL2322832,,CC[N+](CC)(CC)Cc1ccc(CNC(=O)Cc2ccc(-c3ccccc3)cc2)cc1,415.60,5.59,1.0,1.0,29.10,BACE1
4005,CHEMBL2322831,,CCN(CC)Cc1ccc(CNC(=O)Cc2ccc(-c3ccccc3)cc2)cc1,386.54,5.05,2.0,1.0,32.34,BACE1
4006,CHEMBL2322829,,O=C(Cc1ccc(-c2ccccc2)cc1)NCc1ccc(CN2CCCC2)cc1,384.52,4.81,2.0,1.0,32.34,BACE1
4007,CHEMBL2322542,,NCc1ccc(CNC(=O)Cc2ccc(-c3ccc(O)cc3)cc2)cc1,346.43,3.38,3.0,3.0,75.35,BACE1
4008,CHEMBL2322534,,NCc1ccc(CNC(=O)Cc2ccc(-c3ccccc3)c(O)c2)cc1,346.43,3.38,3.0,3.0,75.35,BACE1
4009,CHEMBL2322533,,NCc1ccc(CNC(=O)Cc2ccc(-c3ccccc3)cc2O)cc1,346.43,3.38,3.0,3.0,75.35,BACE1
4010,CHEMBL2322540,,NCc1ccc(CNC(=O)Cc2ccc(-c3c(F)c(F)c(F)c(F)c3F)cc2)cc1,420.38,4.37,2.0,2.0,55.12,BACE1
4011,CHEMBL2322536,,C[C@@H](C(=O)NCc1ccc(CN)cc1)c1ccc(-c2ccccc2)c(F)c1,362.45,4.37,2.0,2.0,55.12,BACE1
4012,CHEMBL2322830,,O=C(Cc1ccc(-c2ccccc2)cc1)NCc1ccc(CN2Cc3ccccc3C2)cc1,432.57,5.73,2.0,1.0,32.34,BACE1
4013,CHEMBL2322541,,NCc1ccc(CNC(=O)Cc2ccc(-c3cccc(C(F)(F)F)c3)cc2)cc1,398.43,4.69,2.0,2.0,55.12,BACE1
4014,CHEMBL2322535,,CC(C(=O)NCc1ccc(CN)cc1)c1ccc(-c2ccccc2)c(F)c1,362.45,4.37,2.0,2.0,55.12,BACE1
4015,CHEMBL2322539,,NCc1ccc(CNC(=O)Cc2ccc(-c3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc2)cc1,466.43,5.71,2.0,2.0,55.12,BACE1
4016,CHEMBL2322833,,NCc1ccc(CNC(=O)Cc2ccc(-c3ccccc3)cc2)cc1.O=C(O)C(F)(F)F,444.45,3.67,2.0,2.0,55.12,BACE1
4017,CHEMBL2322537,,CC(C)C(C(=O)NCc1ccc(CN)cc1)c1ccc(-c2ccccc2)cc1,372.51,4.87,2.0,2.0,55.12,BACE1
4018,CHEMBL2322538,,NCc1ccc(CNC(=O)C(Cc2ccccc2)c2ccc(-c3ccccc3)cc2)cc1,420.56,5.46,2.0,2.0,55.12,BACE1
4019,CHEMBL2322611,,COCCCOc1cc(C(=O)N(C[C@@H]2CNC[C@H]2Cc2ccccc2)C(C)C)ccc1OC.Cl,491.07,4.04,5.0,1.0,60.03,BACE1
4020,CHEMBL2331714,,NC1=NC2(c3cc(NC(=O)c4ccc(Cl)cn4)ccc3F)CC2CCS1,390.87,3.79,5.0,2.0,80.37,BACE1
4021,CHEMBL2331712,,NC1=N[C@@]2(c3cc(NC(=O)c4ccc(Cl)cn4)ccc3F)C[C@H]2CCS1,390.87,3.79,5.0,2.0,80.37,BACE1
4022,CHEMBL2331713,,N#Cc1ccc(C(=O)Nc2ccc(F)c([C@]34C[C@H]3CCSC(N)=N4)c2)nc1,381.44,3.01,6.0,2.0,104.16,BACE1
4023,CHEMBL2331710,,NC1=NC2(c3cccc(NC(=O)c4ccc(Cl)cn4)c3)CC2CCS1,372.88,3.65,5.0,2.0,80.37,BACE1
4024,CHEMBL2331709,,N#Cc1ccc(C(=O)Nc2ccc(F)c(C34CC3CCSC(N)=N4)c2)nc1,381.44,3.01,6.0,2.0,104.16,BACE1
4025,CHEMBL2331708,,NC1=N[C@@]2(c3cccc(NC(=O)c4ccc(Cl)cn4)c3)C[C@H]2CCS1,372.88,3.65,5.0,2.0,80.37,BACE1
4026,CHEMBL2349471,,CC1(C)Cc2ccc(-c3cncnc3)cc2[C@@]2(COC(N)=N2)C1,308.39,2.66,5.0,1.0,73.39,BACE1
4027,CHEMBL2349470,,CN1C(=O)[C@]2(CC(C)(C)Cc3ccc(-c4cncnc4)cc32)N=C1N,335.41,2.10,5.0,1.0,84.47,BACE1
4028,CHEMBL2349469,,CN1C(=O)[C@]2(CC(C)(C)Cc3ccc(-c4cccnc4F)cc32)N=C1N,352.41,2.84,4.0,1.0,71.58,BACE1
4029,CHEMBL2349468,,CN1C(=O)[C@]2(CC(C)(C)Cc3ccc(-c4cccc(C#N)c4)cc32)N=C1N,358.45,3.18,4.0,1.0,82.48,BACE1
4030,CHEMBL2349467,,CN1C(=O)[C@]2(CC(C)(C)Oc3ccc(-c4cncc(Cl)c4)cc32)N=C1N,370.84,2.95,5.0,1.0,80.81,BACE1
4031,CHEMBL2349466,,CC1(C)Cc2ccc(-c3cncnc3)cc2C2(COC(N)=N2)C1,308.39,2.66,5.0,1.0,73.39,BACE1
4032,CHEMBL2349465,,CC1(C)Cc2ccc(-c3cccnc3F)cc2C2(COC(N)=N2)C1,325.39,3.40,4.0,1.0,60.50,BACE1
4033,CHEMBL2349464,,CC1(C)Cc2ccc(-c3cncc(F)c3)cc2C2(COC(N)=N2)C1,325.39,3.40,4.0,1.0,60.50,BACE1
4034,CHEMBL2349463,,CN1C(=O)CC2(CC(C)(C)Cc3ccc(-c4cncc(Cl)c4)cc32)N=C1N,382.89,3.75,4.0,1.0,71.58,BACE1
4035,CHEMBL2349489,,CC1(C)Cc2ccc(-c3cncc(Cl)c3)cc2C2(CCSC(N)=N2)C1,371.94,5.02,4.0,1.0,51.27,BACE1
4036,CHEMBL2349488,,CC1(C)Cc2ccc(-c3cncc(Cl)c3)cc2C2(CSC(N)=N2)C1,357.91,4.63,4.0,1.0,51.27,BACE1
4037,CHEMBL2349487,,CC1(C)Cc2ccc(-c3cncc(Cl)c3)cc2C2(COC(N)=N2)C1,341.84,3.91,4.0,1.0,60.50,BACE1
4038,CHEMBL2349486,,CC(=O)N1CCC(CN2C(=O)C3(CC(C)(C)Oc4ccc(-c5cccc(Cl)c5)cc43)N=C2N)CC1,495.02,4.18,5.0,1.0,88.23,BACE1
4039,CHEMBL2349485,,COCCN1C(=O)C2(CC(C)(C)Oc3ccc(-c4cccc(Cl)c4)cc32)N=C1N,413.91,3.57,5.0,1.0,77.15,BACE1
4040,CHEMBL2349484,,CC1(C)CC2(N=C(N)N(CC(F)(F)F)C2=O)c2cc(-c3cccc(Cl)c3)ccc2O1,437.85,4.48,4.0,1.0,67.92,BACE1
4041,CHEMBL2349483,,CCN1C(=O)C2(CC(C)(C)Oc3ccc(-c4cccc(Cl)c4)cc32)N=C1N,383.88,3.94,4.0,1.0,67.92,BACE1
4042,CHEMBL2349482,,CN1C(=O)C2(CC(C)(C)C(F)(F)c3ccc(-c4cncnc4)cc32)N=C1N,371.39,2.65,5.0,1.0,84.47,BACE1
4043,CHEMBL2349481,,CN1C(=O)C2(CC(C)(C)C(=O)c3ccc(-c4cncnc4)cc32)N=C1N,349.39,1.74,6.0,1.0,101.54,BACE1
4044,CHEMBL2349480,,CN1C(=O)C2(CC(C)(C)Cc3ccc(-c4cncnc4)cc32)N=C1N,335.41,2.10,5.0,1.0,84.47,BACE1
4045,CHEMBL2349479,,CN1C(=O)C2(CC(C)(C)Sc3ccc(-c4cncnc4)cc32)N=C1N,353.45,2.40,6.0,1.0,84.47,BACE1
4046,CHEMBL2349478,,CN1C(=O)C2(CC(C)(C)Cc3ccc(-c4cncc(Cl)c4)cc32)N=C1N,368.87,3.36,4.0,1.0,71.58,BACE1
4047,CHEMBL2349477,,CN1C(=O)C2(CC(C)(C)Sc3ccc(-c4cncc(Cl)c4)cc32)N=C1N,386.91,3.66,5.0,1.0,71.58,BACE1
4048,CHEMBL2349476,,CN1C(=O)C2(CC(C)(C)Cc3ccc(-c4cccnc4F)cc32)N=C1N,352.41,2.84,4.0,1.0,71.58,BACE1
4049,CHEMBL2349475,,CN1C(=O)C2(CC(C)(C)Cc3ccc(-c4cccc(C#N)c4)cc32)N=C1N,358.45,3.18,4.0,1.0,82.48,BACE1
4050,CHEMBL2349474,,CN1C(=O)C2(CC(C)(C)Sc3ccc(-c4cccc(C#N)c4)cc32)N=C1N,376.49,3.48,5.0,1.0,82.48,BACE1
4051,CHEMBL2349473,,CN1C(=O)C2(CC(C)(C)Cc3ccc(-c4cc(F)cc(Cl)c4)cc32)N=C1N,385.87,4.10,3.0,1.0,58.69,BACE1
4052,CHEMBL2349472,,CN1C(=O)C2(CC(C)(C)Sc3ccc(-c4cc(F)cc(Cl)c4)cc32)N=C1N,403.91,4.40,4.0,1.0,58.69,BACE1
4053,CHEMBL2349609,,Cc1ccc(C(=O)Nc2ccc3c(c2)C2(CC(C)(C)O3)N=C(N)N(C)C2=O)o1,382.42,2.38,6.0,2.0,110.16,BACE1
4054,CHEMBL2349608,,CN1C(=O)C2(CC(C)(C)Oc3ccc(-c4ccns4)cc32)N=C1N,342.42,2.35,6.0,1.0,80.81,BACE1
4055,CHEMBL2349607,,CN1C(=O)C2(CC(C)(C)Oc3ccc(-c4cncnc4)cc32)N=C1N,337.38,1.69,6.0,1.0,93.70,BACE1
4056,CHEMBL2349606,,CN1C(=O)C2(CC(C)(C)Oc3ccc(-c4cncc(F)c4)cc32)N=C1N,354.39,2.43,5.0,1.0,80.81,BACE1
4057,CHEMBL2349507,,CN1C(=O)C2(CC(C)(C)Oc3ccc(-c4cccnc4F)cc32)N=C1N,354.39,2.43,5.0,1.0,80.81,BACE1
4058,CHEMBL2349506,,CC#Cc1cncc(-c2ccc3c(c2)C2(CC(C)(C)O3)N=C(N)N(C)C2=O)c1,374.44,2.66,5.0,1.0,80.81,BACE1
4059,CHEMBL2349505,,CN1C(=O)C2(CC(C)(C)Oc3ccc(-c4cncc(C(F)(F)F)c4)cc32)N=C1N,404.39,3.31,5.0,1.0,80.81,BACE1
